date,price,market_cap,volume
2024-04-03 00:00:00,3267.8988853438373,31346188108.948204,142015155.53050914
2024-04-04 00:00:00,3309.7312647951485,31629773553.373306,106049655.28138454
2024-04-05 00:00:00,3323.369399251932,31696243084.797493,78565233.32371975
2024-04-06 00:00:00,3319.4282376636256,31774452210.502857,88165745.11806683
2024-04-07 00:00:00,3358.7447141372277,31994166905.93503,87404793.51714152
2024-04-08 00:00:00,3448.736049223783,32918250903.40179,89725954.29542287
2024-04-09 00:00:00,3687.949143931034,35188753077.44927,109123376.72576742
2024-04-10 00:00:00,3498.7600918460253,33299604253.225384,209385739.37910327
2024-04-11 00:00:00,3535.2162292032094,33423902681.472836,116962704.94976228
2024-04-12 00:00:00,3500.86747603852,32963416251.11636,102180694.101232
2024-04-13 00:00:00,3235.2530786008465,30421742542.90026,188021469.70630687
2024-04-14 00:00:00,2996.650475790675,28429808478.89856,341656381.5086519
2024-04-15 00:00:00,3151.6763223197763,29664497021.815685,241354406.84749022
2024-04-16 00:00:00,3097.454295369382,29067460316.034313,165650304.35077518
2024-04-17 00:00:00,3077.541942036283,28914024596.31365,122134124.32142812
2024-04-18 00:00:00,2976.988480033677,27958502365.60101,173104087.43574002
2024-04-19 00:00:00,3063.006188034227,28666053136.668022,105421033.19929501
2024-04-20 00:00:00,3063.766918474181,28587559672.490864,236861768.32181203
2024-04-21 00:00:00,3150.5014516512056,29393134346.386528,71109078.1230062
2024-04-22 00:00:00,3147.5215962317625,29346816568.603683,69580988.90880074
2024-04-23 00:00:00,3199.4292433695387,29854605053.463936,152664800.15547636
2024-04-24 00:00:00,3216.4980576970042,30010560606.55747,78155421.6968592
2024-04-25 00:00:00,3136.2785484606848,29274861717.83972,100801155.14496149
2024-04-26 00:00:00,3155.2959807727575,29506799721.567417,99318162.86916725
2024-04-27 00:00:00,3129.2579231366203,29229581717.191566,76519175.43221514
2024-04-28 00:00:00,3257.9333351678433,30411939134.62814,78401520.72171728
2024-04-29 00:00:00,3257.766494016068,30460959312.119255,85522481.1978054
2024-04-30 00:00:00,3212.590235064842,30025195926.779152,122272950.37927014
2024-05-01 00:00:00,3018.9706393381116,28211088710.706696,187719222.12035552
2024-05-02 00:00:00,2972.511527037976,27815512365.605286,204999383.03677905
2024-05-03 00:00:00,2981.9067468283015,27879794178.009075,109066164.63612364
2024-05-04 00:00:00,3097.8525306727665,28987027515.286766,96385031.94114733
2024-05-05 00:00:00,3113.7214869835007,29131212492.195522,61140701.66221563
2024-05-06 00:00:00,3134.620561276685,29303895922.265087,47496657.743836045
2024-05-07 00:00:00,3063.751766082146,28662801120.201027,93103380.7717487
2024-05-08 00:00:00,3013.828659450414,28223756836.310444,72508329.78358273
2024-05-09 00:00:00,2973.9035592286373,27799712170.285225,69255604.09919487
2024-05-10 00:00:00,3035.864690760059,28405020109.40658,54332384.828796305
2024-05-11 00:00:00,2909.5434676167456,27250898530.420116,77219552.69176368
2024-05-12 00:00:00,2907.7966097360863,27229102545.663193,30115942.681678664
2024-05-13 00:00:00,2930.349700927456,27455134417.42369,23068650.257161196
2024-05-14 00:00:00,2947.0604481404876,27616383623.215485,85467103.37180205
2024-05-15 00:00:00,2879.7662015358064,26991494334.81102,74683471.41376564
2024-05-16 00:00:00,3027.6584307716166,28420233394.492718,81492864.7750731
2024-05-17 00:00:00,2941.368124829561,27521610467.141014,85354989.59508847
2024-05-18 00:00:00,3091.057468160971,28883031219.968952,113037617.19262391
2024-05-19 00:00:00,3119.066331229682,29184224879.041855,47460465.53218225
2024-05-20 00:00:00,3069.5518678208496,28577007693.68878,73559079.51705703
2024-05-21 00:00:00,3652.342660042163,34128056603.37576,233913139.41886926
2024-05-22 00:00:00,3793.177155527557,35328196863.62028,298294770.02540636
2024-05-23 00:00:00,3739.3026241575244,34836398698.74997,216906157.251158
2024-05-24 00:00:00,3765.5610921080747,35100355267.93764,392540213.87360007
2024-05-25 00:00:00,3725.3794648812404,34624872348.319016,152697260.17436978
2024-05-26 00:00:00,3748.5423788490934,34806259093.463524,46786112.795150995
2024-05-27 00:00:00,3824.7083038222263,35549516051.89049,83525718.90189736
2024-05-28 00:00:00,3893.323684248006,36173145673.400154,150943916.88810205
2024-05-29 00:00:00,3839.2346154181123,36278574387.557724,110773577.71489613
2024-05-30 00:00:00,3761.6374598437314,35747476587.73794,87244906.34255262
